"record_id","product_id","fastmoss_product_url","title","shop_id","shop_name","fastmoss_shop_url","source_page","page_position","list_slot_number","display_rank_raw","display_rank_number","market","country_display","source_category_id","source_category_name","listing_date","price_raw","price_min_display","price_max_display","currency_symbol_display","currency_code","commission_raw","commission_percent_display","shop_sales_raw","shop_sales_display_value","sales_3d_raw","sales_3d_display_value","gmv_3d_raw","gmv_3d_display_value","total_sales_raw","total_sales_display_value","total_gmv_raw","total_gmv_display_value","source_url","collected_at_utc","scope_review_status","scope_review_note","quality_flags"
"p04-r09","1732589484603117713","https://www.fastmoss.com/zh/e-commerce/detail/1732589484603117713","Women's Stand Collar Sleeveless Vest Jacket, Mid-Length Open Front Decorative Buttons, Multi-Color Casual Outerwear Top","8646979662477693073","MEIMEI Women","https://www.fastmoss.com/zh/shop-marketing/detail/8646979662477693073","4","9","39","39","39","US","美国","2","女装与女士内衣","2026-09-02","$18.86 - 23.69","18.86","23.69","$","","8%","8","12.41万","124100","23","23","$227.98","227.98","23","23","$227.98","227.98","https://www.fastmoss.com/zh/e-commerce/newProducts?page=4&region=US&l1_cid=2&pagesize=10","2026-09-06T05:12:59.583Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p04-r10","1732555832789930760","https://www.fastmoss.com/zh/e-commerce/detail/1732555832789930760","Women's Leopard Print T-Shirt & Shorts 2 Piece Set | Casual Round Neck Lightweight Comfy Loose Outfit | All Seasons Office & Streetwear Matching Set for Women","8657568901213557512","MAISON FLORA.","https://www.fastmoss.com/zh/shop-marketing/detail/8657568901213557512","4","10","40","40","40","US","美国","2","女装与女士内衣","2026-09-02","$15.31","15.31","15.31","$","","8%","8","144","144","22","22","$392.26","392.26","22","22","$394.9","394.9","https://www.fastmoss.com/zh/e-commerce/newProducts?page=4&region=US&l1_cid=2&pagesize=10","2026-09-06T05:12:59.583Z","not_flagged_by_title","","[]"
"p05-r01","1732516911214007115","https://www.fastmoss.com/zh/e-commerce/detail/1732516911214007115","5pcs of Styles Are Randomly Sent 1pc High Waist Comfort Briefs, Random Color, Breathable and Cool, Shaped Design, Ideal for Thanksgiving, Friday, Christmas, Summer Sculpting","8657638881737741131","TrendTide Shop.","https://www.fastmoss.com/zh/shop-marketing/detail/8657638881737741131","5","1","41","41","41","US","美国","2","女装与女士内衣","2026-09-02","$13.79","13.79","13.79","$","","-","","178","178","22","22","$303.38","303.38","22","22","$303.38","303.38","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[""commission_not_shown""]"
"p05-r02","1732526551058191136","https://www.fastmoss.com/zh/e-commerce/detail/1732526551058191136","Women's 100% Cotton Oversized Short-Sleeve Loose Fit Top - Minimalist Reverse Text Graphic, Soft Comfy Everyday Apparel, Casual Streetwear Aesthetic Unisex ""From Another Point of View"" Tee","7494688807776847648","Word Up Tees","https://www.fastmoss.com/zh/shop-marketing/detail/7494688807776847648","5","2","42","42","42","US","美国","2","女装与女士内衣","2026-09-02","$2.99 - 10.80","2.99","10.8","$","","10%","10","4757","4757","22","22","$65.78","65.78","22","22","$65.78","65.78","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[]"
"p05-r03","1732547784208781679","https://www.fastmoss.com/zh/e-commerce/detail/1732547784208781679","Spring Fall French Blue White Vertical Stripe Maxi Shirt Dress Collared Flare Long Sleeve Side Ruched Waist Cinched Slimming Long Dress For Women Casual Office Beach Vacation","8657666175553081711","Dulcette fashion","https://www.fastmoss.com/zh/shop-marketing/detail/8657666175553081711","5","3","43","43","43","US","美国","2","女装与女士内衣","2026-09-02","$20.45","20.45","20.45","$","","8%","8","654","654","22","22","$499.1","499.1","22","22","$499.1","499.1","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[]"
"p05-r04","1732584740659761336","https://www.fastmoss.com/zh/e-commerce/detail/1732584740659761336","Women's Cartoon Animal Face Print Pajama Set, Long Sleeve Top and Full-Length Pants, Comfortable Home Wear, Base, Loose Fit","8656043273482113208","Ovila Home","https://www.fastmoss.com/zh/shop-marketing/detail/8656043273482113208","5","4","44","44","44","US","美国","2","女装与女士内衣","2026-09-02","$11.58","11.58","11.58","$","","-","","1459","1459","22","22","$254.76","254.76","22","22","$254.76","254.76","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[""commission_not_shown""]"
"p05-r05","1732546199288910556","https://www.fastmoss.com/zh/e-commerce/detail/1732546199288910556","2-Pack Women's Batwing Sleeve V-Neck T-Shirts, Casual Slim-Fitting Solid Color Tops for Spring and Fall, Multiple Colors Available","8657666175553606364","Miki Chic FS","https://www.fastmoss.com/zh/shop-marketing/detail/8657666175553606364","5","5","45","45","45","US","美国","2","女装与女士内衣","2026-09-02","$16.07","16.07","16.07","$","","8%","8","354","354","21","21","$372.43","372.43","21","21","$372.43","372.43","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[]"
"p05-r06","1732575923243553060","https://www.fastmoss.com/zh/e-commerce/detail/1732575923243553060","4PCS Women's Mid Waist Lace Sexy Panties, Solid Color Skin-Friendly Elastic Full Coverage Fashion Comfortable Briefs, Minimalist Breathable Elegant Underwear, Daily Wear, S-XXL","7494842896045278500","CloudFit Underwear","https://www.fastmoss.com/zh/shop-marketing/detail/7494842896045278500","5","6","46","46","46","US","美国","2","女装与女士内衣","2026-09-02","$4.99","4.99","4.99","$","","11%","11","37","37","21","21","$130.79","130.79","21","21","$128.79","128.79","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[""three_day_gmv_exceeds_total_display""]"
"p05-r07","1732570460957085974","https://www.fastmoss.com/zh/e-commerce/detail/1732570460957085974","Women's Printed Faux Denim Jeans, Wide Leg Pants, High Waist, Loose Fit, Casual, Breathable, Lightweight, with Pockets, Fall Winter Fashion","8657568901214146838","ZAJIA Velvet","https://www.fastmoss.com/zh/shop-marketing/detail/8657568901214146838","5","7","47","47","47","US","美国","2","女装与女士内衣","2026-09-02","$30.53","30.53","30.53","$","","-","","60","60","21","21","$641.13","641.13","21","21","$641.13","641.13","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[""commission_not_shown""]"
"p05-r08","1732571282039083403","https://www.fastmoss.com/zh/e-commerce/detail/1732571282039083403","Team Sonic Youth T-Shirt - Baseballism x Sonic The Hedgehog","7495508149106215307","Baseballism Inc.","https://www.fastmoss.com/zh/shop-marketing/detail/7495508149106215307","5","8","48","48","48","US","美国","2","女装与女士内衣","2026-09-02","$32.00","32","32","$","","20%","20","4.69万","46900","21","21","$462","462","21","21","$462","462","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p05-r09","1732546301361820424","https://www.fastmoss.com/zh/e-commerce/detail/1732546301361820424","Women's Striped Long Sleeve Slim Fit Crew Neck Tee | Soft Stretch Casual Top | Everyday Office & Streetwear Shirt for Women Casual Tee Shirts","8657568901213557512","MAISON FLORA.","https://www.fastmoss.com/zh/shop-marketing/detail/8657568901213557512","5","9","49","49","49","US","美国","2","女装与女士内衣","2026-09-02","$11.32","11.32","11.32","$","","-","","144","144","21","21","$325.39","325.39","21","21","$325.39","325.39","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[""commission_not_shown""]"
"p05-r10","1732601423676150177","https://www.fastmoss.com/zh/e-commerce/detail/1732601423676150177","K-Karol Tropicoqueta Girl Doll Comfort Color Shirt, Viajando Por El Mundo Tropitour 2026 Shirt, Latina Music Dancer La Bichota Short Sleeve Country Music Shirt, Gifts Fan","7494857967038399905","Elite Wear Hub","https://www.fastmoss.com/zh/shop-marketing/detail/7494857967038399905","5","10","50","50","50","US","美国","2","女装与女士内衣","2026-09-02","$7.99","7.99","7.99","$","","14.5%","14.5","482","482","20","20","$133.8","133.8","20","20","$133.8","133.8","https://www.fastmoss.com/zh/e-commerce/newProducts?page=5&region=US&l1_cid=2&pagesize=10","2026-09-06T05:14:50.940Z","not_flagged_by_title","","[]"
"p06-r01","1732417092402647390","https://www.fastmoss.com/zh/e-commerce/detail/1732417092402647390","Women's Half-Zip Long Sleeve Jumpsuit - Form-Fitting Bodycon Unitard with Thumb Holes for Casual, Night Out & Streetwear","7496156097113000286","LunaFiesta","https://www.fastmoss.com/zh/shop-marketing/detail/7496156097113000286","6","1","51","51","51","US","美国","2","女装与女士内衣","2026-09-02","$25.86","25.86","25.86","$","","8%","8","1841","1841","20","20","$517.2","517.2","20","20","$517.2","517.2","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[]"
"p06-r02","1732554724738765442","https://www.fastmoss.com/zh/e-commerce/detail/1732554724738765442","Halloween Dachshund Shirt Comfort Colors, Funny Halloweenie Dog Mom Tee, Wiener Dog Halloween Shirt, Doxie Mom Gift, Spooky Sausage Dog Tee","7496187095643753090","Thread Vibes Shop","https://www.fastmoss.com/zh/shop-marketing/detail/7496187095643753090","6","2","52","52","52","US","美国","2","女装与女士内衣","2026-09-02","$10.25 - 21.80","10.25","21.8","$","","14.5%","14.5","928","928","20","20","$205","205","20","20","$205","205","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[]"
"p06-r03","1732609718312997126","https://www.fastmoss.com/zh/e-commerce/detail/1732609718312997126","Off the Market Mini Dress","7495157965305055494","vestique","https://www.fastmoss.com/zh/shop-marketing/detail/7495157965305055494","6","3","53","53","53","US","美国","2","女装与女士内衣","2026-09-02","$66.00","66","66","$","","10%","10","5.22万","52200","20","20","$1320","1320","20","20","$1320","1320","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p06-r04","1732518664151732822","https://www.fastmoss.com/zh/e-commerce/detail/1732518664151732822","Women's 2-Piece Sports Set, Yoga, Zipper Neck Long Sleeve Jacket, High Waist Bell Bottoms, Abdominal Control, Daily Wear, Sportswear Outfit","8657578063985152598","Perform Brite","https://www.fastmoss.com/zh/shop-marketing/detail/8657578063985152598","6","4","54","54","54","US","美国","2","女装与女士内衣","2026-09-02","$28.95","28.95","28.95","$","","8%","8","19","19","19","19","$550.05","550.05","19","19","$550.05","550.05","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[]"
"p06-r05","1732481033224360867","https://www.fastmoss.com/zh/e-commerce/detail/1732481033224360867","Women's Christian Quote Graphic Print T-Shirt - Unisex Round Neck Short Sleeve Casual 100% Soft Cotton, Mineral Washed Vintage Retro Oversized Double Sided, Deep Wounds Loud Worship Theme","7494662687817107363","PeakVibe Apparel","https://www.fastmoss.com/zh/shop-marketing/detail/7494662687817107363","6","5","55","55","55","US","美国","2","女装与女士内衣","2026-09-02","$5.78 - 9.80","5.78","9.8","$","","3%","3","2905","2905","19","19","$109.82","109.82","19","19","$109.82","109.82","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[]"
"p06-r06","1732590770237837376","https://www.fastmoss.com/zh/e-commerce/detail/1732590770237837376","Queen of Hearts Dolly Parton Poker Card Graphic T-Shirt, Retro Country Music Fan Casual Cotton Tee, Dolly Parton Tribute Tee, Dolly Parton Shirt, Country Music Shirt, Dolly Fan Gift, Country Legend Shirt,","7495492529782491200","Interior Independent Theatre","https://www.fastmoss.com/zh/shop-marketing/detail/7495492529782491200","6","6","56","56","56","US","美国","2","女装与女士内衣","2026-09-02","$8.10 - 34.99","8.1","34.99","$","","15%","15","2.13万","21300","19","19","$153.9","153.9","19","19","$153.9","153.9","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p06-r07","1732472370969088194","https://www.fastmoss.com/zh/e-commerce/detail/1732472370969088194","Women's Modelo Rooster Crewneck T-Shirt - Bold Graphic Fighting Cocks Design, Unisex Relaxed Fit, Foldable, Machine Washable, for Beer Lovers, Halloween, New Year, All-Season Casual Wear","7494753690508625090","DripBlock Wear","https://www.fastmoss.com/zh/shop-marketing/detail/7494753690508625090","6","7","57","57","57","US","美国","2","女装与女士内衣","2026-09-02","$8.88 - 10.77","8.88","10.77","$","","-","","263","263","19","19","$168.72","168.72","19","19","$168.72","168.72","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[""commission_not_shown""]"
"p06-r08","1732507538202530592","https://www.fastmoss.com/zh/e-commerce/detail/1732507538202530592","Women's Oversized Plus Size Soft Loose Fit Cotton T-Shirt - ""Every Little Thing Is Gonna Be Alright"" Peace Tree Graphic, Long Sleeve, Everyday Hippie Boho Casual Tee for Spring Beach","7494688807776847648","Word Up Tees","https://www.fastmoss.com/zh/shop-marketing/detail/7494688807776847648","6","8","58","58","58","US","美国","2","女装与女士内衣","2026-09-02","$2.99 - 10.80","2.99","10.8","$","","10%","10","4757","4757","19","19","$56.81","56.81","19","19","$56.81","56.81","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[]"
"p06-r09","1732540724790792897","https://www.fastmoss.com/zh/e-commerce/detail/1732540724790792897","George Pickens and CeeDee Lamb Dallas Cowboys T-Shirt, Retro Vintage Football Graphic Tee, Game Day Fan Shirt, Gift for Men, Women and Football Fans","7494172295068288705","ChauCraft","https://www.fastmoss.com/zh/shop-marketing/detail/7494172295068288705","6","9","59","59","59","US","美国","2","女装与女士内衣","2026-09-02","$5.61 - 25.99","5.61","25.99","$","","14.5%","14.5","20","20","19","19","$106.59","106.59","19","19","$106.59","106.59","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[]"
"p06-r10","1732607858535338944","https://www.fastmoss.com/zh/e-commerce/detail/1732607858535338944","Rouri Striped Long Sleeve Top","7495145305283201984","Neutral Ground","https://www.fastmoss.com/zh/shop-marketing/detail/7495145305283201984","6","10","60","60","60","US","美国","2","女装与女士内衣","2026-09-02","$56.00","56","56","$","","-","","1.59万","15900","18","18","$1008","1008","18","18","$1008","1008","https://www.fastmoss.com/zh/e-commerce/newProducts?page=6&region=US&l1_cid=2&pagesize=10","2026-09-06T05:18:37.827Z","not_flagged_by_title","","[""commission_not_shown"",""has_abbreviated_display_values""]"
"p07-r01","1732529519607976898","https://www.fastmoss.com/zh/e-commerce/detail/1732529519607976898","DFYNE Women's 2-Piece Yoga Sports Set - Twist Front Thin Strap Sports Bra, High Waisted Flared Legs Fabric Blend Activewear for Streetwear Outfits","7494773365985478594","Nook Trove","https://www.fastmoss.com/zh/shop-marketing/detail/7494773365985478594","7","1","61","61","61","US","美国","2","女装与女士内衣","2026-09-02","$42.75","42.75","42.75","$","","15%","15","796","796","18","18","$807.75","807.75","18","18","$807.75","807.75","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[]"
"p07-r02","1732534909067432893","https://www.fastmoss.com/zh/e-commerce/detail/1732534909067432893","1 Piece Plus Size Women Corduroy Sweatshirt, Casual Oversized Crew Neck Pullover, Soft Long‑Sleeve Top for Women Daily Loungewear","8657613536371446717","Chic Shorties","https://www.fastmoss.com/zh/shop-marketing/detail/8657613536371446717","7","2","62","62","62","US","美国","2","女装与女士内衣","2026-09-02","$12.73 - 17.69","12.73","17.69","$","","8%","8","158","158","18","18","$278.1","278.1","18","18","$278.1","278.1","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[]"
"p07-r03","1732607858535338944","https://www.fastmoss.com/zh/e-commerce/detail/1732607858535338944","Rouri Striped Long Sleeve Top","7495145305283201984","Neutral Ground","https://www.fastmoss.com/zh/shop-marketing/detail/7495145305283201984","7","3","63","63","63","US","美国","2","女装与女士内衣","2026-09-02","$56.00","56","56","$","","-","","1.59万","15900","18","18","$1008","1008","18","18","$1008","1008","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[""commission_not_shown"",""has_abbreviated_display_values""]"
"p07-r04","1732606977344836076","https://www.fastmoss.com/zh/e-commerce/detail/1732606977344836076","Jordann Jammies Pumpkin Spice Pajama Set","7495136214162049516","Just Being Jordann","https://www.fastmoss.com/zh/shop-marketing/detail/7495136214162049516","7","4","64","64","64","US","美国","2","女装与女士内衣","2026-09-02","$48.00","48","48","$","","10%","10","62.85万","628500","18","18","$864","864","18","18","$864","864","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p07-r05","1732444338041098638","https://www.fastmoss.com/zh/e-commerce/detail/1732444338041098638","Y'all got Any Lamps Moth Meme Lamp Shirt for Men Women Kids T-Shirt","7496201391391803790","RetroArtTeesFashion","https://www.fastmoss.com/zh/shop-marketing/detail/7496201391391803790","7","5","65","65","65","US","美国","2","女装与女士内衣","2026-09-02","$7.52 - 12.16","7.52","12.16","$","","15%","15","9378","9378","18","18","$135.36","135.36","18","18","$135.36","135.36","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[]"
"p07-r06","1732563306674688909","https://www.fastmoss.com/zh/e-commerce/detail/1732563306674688909","Women’s Ribbed Square Neck Spaghetti Strap Sleeveless High Waist Stretchy Fitted Bodycon Mini Party Dress for Date Night, Club S-L Fabric Formal Womenswear Bag Casual Colorful Denim Evening Everyday Fashion","7494809546278340493","Daisy PooP","https://www.fastmoss.com/zh/shop-marketing/detail/7494809546278340493","7","6","66","66","66","US","美国","2","女装与女士内衣","2026-09-02","$33.00","33","33","$","","12%","12","16","16","17","17","$561","561","17","17","$563.99","563.99","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[]"
"p07-r07","1732499444854461216","https://www.fastmoss.com/zh/e-commerce/detail/1732499444854461216","Women's Nirvana Smiley Printed Checkered Loose Soft Cotton Short-Sleeve Graphic Tees - Vintage Grunge Rock Band Apparel, Casual Comfy Everyday Pastel Top","7494688807776847648","Word Up Tees","https://www.fastmoss.com/zh/shop-marketing/detail/7494688807776847648","7","7","67","67","67","US","美国","2","女装与女士内衣","2026-09-02","$2.99 - 10.80","2.99","10.8","$","","-","","4757","4757","17","17","$50.83","50.83","17","17","$50.83","50.83","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[""commission_not_shown""]"
"p07-r08","1732607281444917563","https://www.fastmoss.com/zh/e-commerce/detail/1732607281444917563","PANTY CAPRI 04095 DE TRIPLE REALCE CON CIERRE","7495889744689924411","CURVASBYRAISA","https://www.fastmoss.com/zh/shop-marketing/detail/7495889744689924411","7","8","68","68","68","US","美国","2","女装与女士内衣","2026-09-02","$79.99","79.99","79.99","$","","-","","1.08万","10800","17","17","$1292.29","1292.29","17","17","$1289.2","1289.2","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[""three_day_gmv_exceeds_total_display"",""commission_not_shown"",""has_abbreviated_display_values""]"
"p07-r09","1732469606148379424","https://www.fastmoss.com/zh/e-commerce/detail/1732469606148379424","Women's Oversized Baggy Short Sleeve Cotton Printed Black Celestial Star Moon Graphic T-Shirt - Breathable, Soft, Minimalist Aesthetic Basics, Casual All-Season Street Fashion Tops (Check Size Chart), Shortsleeve, Apparel","7494688807776847648","Word Up Tees","https://www.fastmoss.com/zh/shop-marketing/detail/7494688807776847648","7","9","69","69","69","US","美国","2","女装与女士内衣","2026-09-02","$2.99 - 10.80","2.99","10.8","$","","10%","10","4757","4757","17","17","$50.83","50.83","17","17","$50.83","50.83","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[]"
"p07-r10","1732607636560974246","https://www.fastmoss.com/zh/e-commerce/detail/1732607636560974246","Ashford Fringe Sweater","7494821941693548966","Willow Boutique","https://www.fastmoss.com/zh/shop-marketing/detail/7494821941693548966","7","10","70","70","70","US","美国","2","女装与女士内衣","2026-09-02","$69.99","69.99","69.99","$","","7%","7","33.39万","333900","17","17","$1189.83","1189.83","17","17","$1189.83","1189.83","https://www.fastmoss.com/zh/e-commerce/newProducts?page=7&region=US&l1_cid=2&pagesize=10","2026-09-06T05:19:58.732Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p08-r01","1732482363000721967","https://www.fastmoss.com/zh/e-commerce/detail/1732482363000721967","Women's Breathable Cotton Shortsleeve Graphic Vintage Tee - Minimalist Sarcastic Distressed ""Allergic To Pendejos"" Latin Slang, Boxy Silhouette, Unisex Basic, Ribbed Round Neck, Streetwear Top, Custom Padres Camisas, Salon Bundle, Everyday Style, Size S","7494608840073315887","Street Loft","https://www.fastmoss.com/zh/shop-marketing/detail/7494608840073315887","8","1","71","71","71","US","美国","2","女装与女士内衣","2026-09-02","$1.99","1.99","1.99","$","","15%","15","2778","2778","17","17","$33.83","33.83","17","17","$33.83","33.83","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[]"
"p08-r02","1732607281444917563","https://www.fastmoss.com/zh/e-commerce/detail/1732607281444917563","PANTY CAPRI 04095 DE TRIPLE REALCE CON CIERRE","7495889744689924411","CURVASBYRAISA","https://www.fastmoss.com/zh/shop-marketing/detail/7495889744689924411","8","2","72","72","72","US","美国","2","女装与女士内衣","2026-09-02","$79.99","79.99","79.99","$","","-","","1.08万","10800","17","17","$1292.29","1292.29","17","17","$1289.2","1289.2","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[""three_day_gmv_exceeds_total_display"",""commission_not_shown"",""has_abbreviated_display_values""]"
"p08-r03","1732469606148379424","https://www.fastmoss.com/zh/e-commerce/detail/1732469606148379424","Women's Oversized Baggy Short Sleeve Cotton Printed Black Celestial Star Moon Graphic T-Shirt - Breathable, Soft, Minimalist Aesthetic Basics, Casual All-Season Street Fashion Tops (Check Size Chart), Shortsleeve, Apparel","7494688807776847648","Word Up Tees","https://www.fastmoss.com/zh/shop-marketing/detail/7494688807776847648","8","3","73","73","73","US","美国","2","女装与女士内衣","2026-09-02","$2.99 - 10.80","2.99","10.8","$","","10%","10","4757","4757","17","17","$50.83","50.83","17","17","$50.83","50.83","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[]"
"p08-r04","1732578209400722429","https://www.fastmoss.com/zh/e-commerce/detail/1732578209400722429","Personalized Halloween Mama Sweatshirt, Custom Name Mom Shirt, Vintage Fall Halloween Sweatshirt, Patchwork Gingham Mama Shirt, Grandma Nana Mimi Auntie Lolly Shirt, Halloween Gift","7494550452663846909","DeoPearson","https://www.fastmoss.com/zh/shop-marketing/detail/7494550452663846909","8","4","74","74","74","US","美国","2","女装与女士内衣","2026-09-02","$19.84 - 24.32","19.84","24.32","$","","16%","16","4110","4110","16","16","$235.6","235.6","17","17","$248","248","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[]"
"p08-r05","1732492958931522265","https://www.fastmoss.com/zh/e-commerce/detail/1732492958931522265","Women's Solid Color A-Line Spaghetti Strap Midi Slip Dress - Slim Fit, Waist Accents, Smooth Polyester, Lightweight Soft, Party Summer Holiday Formal Casual Wear, Minimalist, Thin Straps","7494391323315046105","Softchic","https://www.fastmoss.com/zh/shop-marketing/detail/7494391323315046105","8","5","75","75","75","US","美国","2","女装与女士内衣","2026-09-02","$46.55","46.55","46.55","$","","12%","12","20","20","16","16","$744.8","744.8","16","16","$744.8","744.8","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[]"
"p08-r06","1732524675061748074","https://www.fastmoss.com/zh/e-commerce/detail/1732524675061748074","Women's 2000s Cute Twist Front Crop Top - Shortsleeve Tank with Ruched Center V-Neck, Going Out Tops for College Party, Summer Casual Wear","7494459113179219306","LOOOTO","https://www.fastmoss.com/zh/shop-marketing/detail/7494459113179219306","8","6","76","76","76","US","美国","2","女装与女士内衣","2026-09-02","$16.39 - 17.23","16.39","17.23","$","","12%","12","65","65","16","16","$262.24","262.24","16","16","$262.24","262.24","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[]"
"p08-r07","1732582688571560686","https://www.fastmoss.com/zh/e-commerce/detail/1732582688571560686","Women's Sleeveless V-Neck Lace Patchwork Feminine Sexy Mini Dress, Perfect for Dates, Elegant Lace Skirt for Special Occasions","8653196546441253614","Zisman","https://www.fastmoss.com/zh/shop-marketing/detail/8653196546441253614","8","7","77","77","77","US","美国","2","女装与女士内衣","2026-09-02","$18.38","18.38","18.38","$","","-","","1.03万","10300","16","16","$227.07","227.07","19","19","$260.13","260.13","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[""commission_not_shown"",""has_abbreviated_display_values""]"
"p08-r08","1732507993520050340","https://www.fastmoss.com/zh/e-commerce/detail/1732507993520050340","Women's Polyester Scoop Neck Backless Sleeveless Short Mini Above-Knee Loose-Cut Machine Washable Casual Dress, Loungewear House Dress","7495764035712813220","uschekng","https://www.fastmoss.com/zh/shop-marketing/detail/7495764035712813220","8","8","78","78","78","US","美国","2","女装与女士内衣","2026-09-02","$12.99","12.99","12.99","$","","-","","9058","9058","16","16","$207.84","207.84","16","16","$207.84","207.84","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[""commission_not_shown""]"
